,link,titulo,citacoes,ano,tipo_arquivo,versao,busca,y
0,https://www.academia.edu/download/55091016/algoritmos-geneticos-libro-bueno.pdf,Introducción a los algoritmos genéticos y la programación genética,['75'],['2010'],[LIVRO],['3'],algoritmos+geneticos,
1,https://www.researchgate.net/profile/Pablo_Estevez/publication/228708779_Optimizacion_Mediante_Algoritmos_Geneticos/links/0912f51111f82b2a61000000.pdf,Optimización mediante algoritmos genéticos,['51'],['1997'],[PDF],['2'],algoritmos+geneticos,
2,http://it.uc3m.es/jvillena/irc/practicas/06-07/05.pdf,Algoritmos genéticos,['18'],"['2007', '3']",[PDF],['5'],algoritmos+geneticos,
3,http://cursos.itam.mx/akuri/PUBLICA.CNS/2000/AGS.PDF,Algoritmos genéticos,['26'],['2002'],[LIVRO],['2'],algoritmos+geneticos,
4,https://the-geek.org/docs/algen/algen.html,Algoritmos genéticos y computación evolutiva,['29'],['2004'],[HTML],['2'],algoritmos+geneticos,
5,http://periodicosibepes.org.br/index.php/reinfo/article/view/133,Algoritmos genéticos aplicados a la categorización automática de documentos,['27'],['2003'],[HTML],['9'],algoritmos+geneticos,
6,https://books.google.com.br/books?hl=pt-BR&lr=&id=it0kv6UsEMEC&oi=fnd&pg=PA3&dq=algoritmos+geneticos&ots=Cm3ih8PvV0&sig=OqINz5q4seGbx1uHCqJsPd7BBJI,Algoritmos genéticos (2a ediçao),['287'],['2008'],[LIVRO],['9'],algoritmos+geneticos,1
7,http://www.biblioteca.uma.es/bbldoc/tesisuma/17161794.pdf,Análisis y diseño de algoritmos genéticos paralelos distribuidos,['26'],['1999'],[PDF],['8'],algoritmos+geneticos,0
8,https://www.colibri.udelar.edu.uy/jspui/handle/20.500.12008/2932,Algoritmos genéticos paralelos y su aplicación al diseño de redes de comunicaciones confiables,['18'],['2004'],[PDF],['5'],algoritmos+geneticos,0
9,https://www.researchgate.net/profile/Marcos_Gestal/publication/237812449_Introduccion_a_los_Algoritmos_Geneticos/links/02e7e520a93bdade8f000000.pdf,Introducción a los algoritmos genéticos,['19'],['2000'],[PDF],['11'],algoritmos+geneticos,0
10,https://www.redalyc.org/pdf/816/81690104.pdf,Sistemas recomendadores: Un enfoque desde los algoritmos genéticos,['22'],['2006'],[PDF],['2'],algoritmos+geneticos,0
11,http://www.academia.edu/download/32518482/ag.pdf,Introdução aos algoritmos genéticos,['156'],['1999'],[PDF],['5'],algoritmos+geneticos,1
12,http://www.inf.ufsc.br/~mauro.roisenberg/ine5377/Cursos-ICA/MQ-intro_apost.pdf,Algoritmos genéticos: princípios e aplicações,['129'],['1999'],[PDF],['2'],algoritmos+geneticos,0
13,https://www.researchgate.net/profile/Jose_Diego-Mas/publication/311939744_Optimizacion_de_la_distribucion_en_planta_de_instalaciones_industriales_mediante_algoritmos_geneticos_aportacion_al_control_de_la_geometria_de_las_actividades/links/5863b8dd08aebf17d3973b5e/Optimizacion-de-la-distribucion-en-planta-de-instalaciones-industriales-mediante-algoritmos-geneticos-aportacion-al-control-de-la-geometria-de-las-actividades.pdf,Optimización de la distribución en planta de instalaciones industriales mediante algoritmos genéticos. Aportación al control de la geometría de las actividades,['43'],['2006'],[PDF],['2'],algoritmos+geneticos,0
14,https://scielo.conicyt.cl/scielo.php?pid=s0717-68212006000200002&script=sci_arttext,Modelos de algoritmos genéticos y redes neuronales en la predicción de índices bursátiles asiáticos,['26'],['2006'],[HTML],['16'],algoritmos+geneticos,0
15,http://revistas.unipamplona.edu.co/ojs_viceinves/index.php/RCTA/article/view/297,Optimización del THD en un convertidor multinivel monofásico usando algoritmos genéticos,['21'],['2013'],[HTML],['3'],algoritmos+geneticos,1
16,https://dialnet.unirioja.es/servlet/tesis?codigo=9581,Estudio de la coordinación inteligente en robots bípedos: aplicación de lógica borrosa y algoritmos genéticos,['20'],['1994'],[HTML],['3'],algoritmos+geneticos,0
17,https://riunet.upv.es/handle/10251/15409,Optimización estructural y topológica de estructuras morfológicamente no definidas mediante algoritmos genéticos,['15'],['2012'],[HTML],['6'],algoritmos+geneticos,0
18,http://inf.udec.cl/~revista/ediciones/edicion9/egruttner.pdf,Recorridos Optimos de Le neas de Transporte Peublico Usando Algoritmos Geneticos,['18'],['2002'],[PDF],['2'],algoritmos+geneticos,0
19,http://hrudnick.sitios.ing.uc.cl/paperspdf/Gil.pdf,Programación de la generación de corto plazo en sistemas hidrotérmicos usando algoritmos genéticos,['17'],['2001'],[PDF],['2'],algoritmos+geneticos,0
20,http://www.ufrgs.br/niee/eventos/RIBIE/1998/pdf/com_pos_dem/151.pdf,Jogos Educativos computadorizados utilizando a abordagem de algoritmos genéticos,['99'],['1998'],[PDF],['3'],algoritmos+geneticos,0
21,http://delta.cs.cinvestav.mx/~ccoello/EMOO/thesis-bernal.pdf.gz,Aplicación de algoritmos genéticos al diseño óptimo de sistemas de distribución de energía eléctrica,['18'],['1998'],[PDF],['2'],algoritmos+geneticos,0
22,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642009000400016&script=sci_arttext,Optimización de redes eléctricas mediante la aplicación de algoritmos genéticos,['16'],['2009'],[HTML],['8'],algoritmos+geneticos,0
23,https://dialnet.unirioja.es/servlet/articulo?codigo=4134107,Algoritmos Genéticos: una estrategia para la búsqueda y la optimización,['13'],['1992'],[HTML],['8'],algoritmos+geneticos,0
24,http://laboratorios.fi.uba.ar/lsi/R-ITBA-26-rrnn-ags.pdf,Generación automática de redes neuronales con ajuste de parámetros basado en algoritmos genéticos,['19'],['2002'],[PDF],['5'],algoritmos+geneticos,0
25,https://polipapers.upv.es/index.php/RIAI/article/view/8107,Algoritmos genéticos aplicados al diseño de controladores robustos,['14'],['2006'],[PDF],['6'],algoritmos+geneticos,1
26,https://www.jstor.org/stable/20856836,"Algoritmos genéticos y modelos multivariados recursivos en la predicción de índices bursátiles de América del Norte: IPC, TSE, Nasdaq y DJI",['16'],['2004'],[PDF],['7'],algoritmos+geneticos,1
27,https://revistas.javeriana.edu.co/index.php/iyu/article/view/912,"Redes de Petri y algoritmos genéticos, una propuesta para la programación de sistemas de manufactura flexible",['19'],['2006'],[PDF],['12'],algoritmos+geneticos,1
28,https://www.redalyc.org/pdf/925/92501803.pdf,Algoritmos genéticos en la construcción de funciones de pertenencia borrosas,['14'],['2003'],[PDF],['9'],algoritmos+geneticos,0
29,https://www.ppgee.ufmg.br/defesas/673M.PDF,"Algoritmos genéticos: estudo, novas técnicas e aplicações",['70'],['1997'],[PDF],['2'],algoritmos+geneticos,1
30,http://www.scielo.br/scielo.php?pid=S0100-40421999000300019&script=sci_arttext&tlng=pt,Algoritmo genético em química,['51'],['1999'],[HTML],['6'],algoritmos+geneticos,1
31,https://trid.trb.org/view/964053,Algoritmos genéticos para la optimización de redes de distribución,['9'],['1998'],[HTML],['6'],algoritmos+geneticos,0
32,https://scielo.conicyt.cl/scielo.php?pid=S0718-33052011000100006&script=sci_arttext,Un algoritmo genético para el problema de Job Shop Flexible,['12'],['2011'],[HTML],['3'],algoritmos+geneticos,0
33,http://neo.lcc.uma.es/tesis/PhD-Bernabe.pdf,Diseño e implementación de algoritmos genéticos celulares para problemas complejos,['13'],['2007'],[PDF],['2'],algoritmos+geneticos,0
34,http://www.nce.ufrj.br/GINAPE/VIDA/alggenet.htm,Algoritmos Genéticos: Fundamentos e Aplicações,['43'],['2007'],[HTML],['2'],algoritmos+geneticos,1
35,https://www.redalyc.org/pdf/1331/133114991005.pdf,Cinemática inversa de un brazo robot utilizando algoritmos genéticos,['12'],['2006'],[PDF],['7'],algoritmos+geneticos,0
36,http://www.sc.ehu.es/ccwbayes/docencia/mmcc/docs/t2geneticos.pdf,Tema 2. algoritmos genéticos,['11'],['2008'],[PDF],['2'],algoritmos+geneticos,0
37,http://revistas.utp.edu.co/index.php/revistaciencia/article/view/5393,Optimización multiobjetivo usando un algoritmo genético y un operador elitista basado en un ordenamiento no-dominado (NSGA-II),['17'],['2007'],[PDF],['4'],algoritmos+geneticos,0
38,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642010000300014&script=sci_arttext&tlng=en,Optimización del algoritmo genético para la solución integral de enrutamiento en redes fotónicas,['13'],['2010'],[HTML],['8'],algoritmos+geneticos,0
39,http://delta.cs.cinvestav.mx/~ccoello/conferences/fundacion94.pdf.gz,Uso de algoritmos genéticos para el diseno optimo de armaduras,['11'],['1994'],[PDF],['8'],algoritmos+geneticos,0
40,https://upcommons.upc.edu/handle/2099/8839,Un algoritmo genético simple para la optimización de estructuras planas articuladas,['12'],['1993'],[PDF],['4'],algoritmos+geneticos,0
41,https://www.redalyc.org/pdf/849/84911685024.pdf,"Síntesis de generación de trayectoria y de movimiento para múltiples posiciones en mecanismos, utilizando algoritmos genéticos",['15'],['2004'],[PDF],['3'],algoritmos+geneticos,0
42,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642013000100012&script=sci_arttext,"Programación de Horarios Escolares basados en Ritmos Cognitivos usando un Algoritmo Genético de Clasificación No-dominada, NSGA-II",['15'],['2013'],[HTML],['7'],algoritmos+geneticos,0
43,http://delta.cs.cinvestav.mx/~ccoello/EMOO/thesis_castro.pdf.gz,Otimização de estruturas com multi-objetivos via algoritmos genéticos,['54'],['2001'],[PDF],['7'],algoritmos+geneticos,1
44,http://www.teses.usp.br/teses/disponiveis/3/3141/tde-05092001-141334/en.php,Algoritmos genéticos adaptativos: um estudo comparativo.,['46'],['2000'],[PDF],['6'],algoritmos+geneticos,0
45,http://revistas.utp.edu.co/index.php/revistaciencia/article/view/5377,Control en línea con algoritmos genéticos y recocido simulado,['7'],['2007'],[PDF],['3'],algoritmos+geneticos,0
46,https://www.redalyc.org/pdf/925/92503708.pdf,Reconocimiento de patrones en el tráfico de red basado en algoritmos genéticos,['11'],['2008'],[PDF],['4'],algoritmos+geneticos,0
47,http://www.iiisci.org/Journal/Cv$/Risci/Pdfs/P954724.Pdf,Experimentos con algoritmos genéticos para resolver un problema real de programación Maestros-Horarios-Cursos,['9'],['2004'],[PDF],['4'],algoritmos+geneticos,0
48,https://www.cs.us.es/cursos/ia1-2008/trabajos/articulo1.pdf,Evolución de autómatas celulares utilizando algoritmos genéticos,['9'],['2008'],[PDF],['6'],algoritmos+geneticos,0
49,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642010000400006&script=sci_arttext&tlng=n,Optimización termoeconómica y ambiental usando algoritmos genéticos multiobjetivo,['9'],['2010'],[HTML],['8'],algoritmos+geneticos,0
50,https://www.redalyc.org/pdf/643/64327120.pdf,"Metaheurísticas aplicadas al ruteo de vehículos. Un caso de estudio. Parte 2: Algoritmo genético, comparación con una solución heurística",['15'],['2007'],[PDF],['6'],algoritmos+geneticos,0
51,http://www.teses.usp.br/teses/disponiveis/3/3144/tde-21022002-112505/en.php,Otimização de estruturas de concreto armado utilizando algoritmos genéticos.,['38'],['2001'],[PDF],['6'],algoritmos+geneticos,0
52,https://www.redalyc.org/service/r2020/downloadPdf/849/84920491003/1,Algoritmo genético modificado aplicado al problema de secuenciamiento de tareas en sistemas de producción lineal–Flow Shop,['12'],['2006'],[PDF],['2'],algoritmos+geneticos,0
53,https://revistas.udistrital.edu.co/ojs/index.php/Tecnura/article/view/6671,Aplicación de los algoritmos genéticos para el diseño de un controlador PID adaptativo,['9'],['2009'],[PDF],['4'],algoritmos+geneticos,0
54,http://www.scielo.org.mx/scielo.php?pid=S0035-001X2011000400013&script=sci_arttext&tlng=pt,Obtención de los parámetros ópticos de la piel usando algoritmos genéticos y MCML,['10'],['2011'],[PDF],['9'],algoritmos+geneticos,0
55,http://delta.cs.cinvestav.mx/~ccoello/conferences/dinamica.pdf.gz,El algoritmo genético como alternativa a la programación dinámica,['8'],['1994'],[PDF],['9'],algoritmos+geneticos,0
56,https://iwaponline.com/IA/article-abstract/4/1/71/68210,Optimización de redes de distribución de agua utilizando un algoritmo genético,['10'],['1997'],[PDF],['12'],algoritmos+geneticos,0
57,http://rci.cujae.edu.cu/index.php/rci/article/view/158,Propuesta de algoritmo de clasificación genética,['17'],['2013'],[PDF],['5'],algoritmos+geneticos,0
58,https://www.sciencedirect.com/science/article/pii/S1405774313722248,Minimizatión del makespan en máquinas paralelas idénticas con tiempos de preparación dependientes de la secuencia utilizando un algoritmo genético,['11'],['2013'],[HTML],['11'],algoritmos+geneticos,0
59,http://delta.cs.cinvestav.mx/~ccoello/conferences/cicc95.pdf.gz,Diseno optimo de vigas de concreto reforzado mediante algoritmos genéticos,['8'],['1995'],[PDF],['11'],algoritmos+geneticos,0
60,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642014000400003&script=sci_arttext&tlng=n,Ruteo y Asignación de Longitud de Onda: Comparación de Algoritmos Genéticos y Templado Simulado,['9'],['2014'],[HTML],['4'],algoritmos+geneticos,0
61,http://funes.uniandes.edu.co/3510/,algoritmos genéticos. Una visión práctica,['6'],['2009'],[HTML],['4'],algoritmos+geneticos,0
62,https://www.redalyc.org/pdf/496/49622372026.pdf,Agrupamiento homogéneo de elementos con múltiples atributos mediante algoritmos genéticos,['8'],['2011'],[PDF],['11'],algoritmos+geneticos,0
63,https://www.redalyc.org/pdf/467/46712187002.pdf,Síntesis dimensional óptima de un mecanismo planar RRRR usando algoritmos genéticos,['8'],['2009'],[PDF],['7'],algoritmos+geneticos,0
64,http://muriloleal.com.br/visao/repositorio/centec/eai/ia/ALGORITMOS%20GEN%C3%89TICOS%20-%20APOSTILA.pdf,Algoritmos genéticos: uma introdução,['27'],['2002'],[PDF],['5'],algoritmos+geneticos,0
65,https://www.researchgate.net/profile/Luiz_Lorena/publication/267418542_Algoritmo_Genetico_Construtivo_na_otimizacao_de_problemas_combinatoriais_de_agrupamentos/links/545206660cf285a067c6b996/Algoritmo-Genetico-Construtivo-na-otimizacao-de-problemas-combinatoriais-de-agrupamentos.pdf,Algoritmo genético construtivo na otimizaçao de problemas combinatoriais de agrupamentos,['32'],['1998'],[PDF],['5'],algoritmos+geneticos,0
66,https://dialnet.unirioja.es/servlet/articulo?codigo=4991548,Minimización de la distorsión armónica de una modulación PWM con algoritmos genéticos,['8'],['2011'],[PDF],['6'],algoritmos+geneticos,0
67,https://repositorio.ufsc.br/handle/123456789/84439,Algoritmos genéticos aplicados na otimização de antenas refletoras,['32'],['2002'],[PDF],['3'],algoritmos+geneticos,0
68,https://www.redalyc.org/pdf/3291/329127746009.pdf,Un Algoritmo Genético Especializado en Planeamiento de Redes de Distribución Parte I. Fundamentos Técnicos del Algoritmo,['7'],['2011'],[PDF],['3'],algoritmos+geneticos,0
69,http://laboratorios.fi.uba.ar/lsi/bertona-tesisingenieriainformatica.pdf,Entrenamiento de redes neuronales basado en algoritmos evolutivos,['42'],['2005'],[PDF],['7'],algoritmos+geneticos,0
70,http://venus.santafe-conicet.gov.ar/ojs/index.php/mc/article/view/2910,Optimización topológica de sistemas estructurales bidimensionales discretos mediante algoritmos genéticos,['8'],['2009'],[PDF],['7'],algoritmos+geneticos,0
71,http://www.teses.usp.br/teses/disponiveis/livredocencia/3/tde-01082017-153155/en.php,Configuração de redes de distribuição através de algoritmos genéticos e tomada de decisão Fuzzy.,['31'],['1999'],[PDF],['2'],algoritmos+geneticos,0
72,https://scielo.conicyt.cl/scielo.php?pid=S0718-07642015000300016&script=sci_arttext&tlng=e,Ubicación de generación distribuida para minimización de pérdidas usando un algoritmo genético híbrido,['8'],['2015'],[HTML],['5'],algoritmos+geneticos,0
73,http://www.academia.edu/download/52265629/doc66.pdf,La gestión de inventarios con algoritmos genéticos.,['6'],['1998'],[PDF],['8'],algoritmos+geneticos,0
74,https://riull.ull.es/xmlui/handle/915/9978,Algoritmos genéticos y predicción de la composición de la demanda turística,['7'],['2002'],[PDF],['8'],algoritmos+geneticos,0
75,https://www.researchgate.net/profile/Oscar_Chuk/publication/339565711_CALCULO_OPTIMO_DE_HIDROCICLONES_POR_MEDIO_DE_ALGORITMOS_GENETICOS/links/5e5909364585152ce8f543c0/CALCULO-OPTIMO-DE-HIDROCICLONES-POR-MEDIO-DE-ALGORITMOS-GENETICOS.pdf,Cálculo óptimo de hidrociclones por medio de algoritmos genéticos,['7'],['2004'],[PDF],['8'],algoritmos+geneticos,0
76,https://www.redalyc.org/pdf/643/64325204.pdf,Aplicación de algoritmos genéticos para la programación de tareas en una celda de manufactura,['9'],['2005'],[PDF],['3'],algoritmos+geneticos,0
77,https://pdfs.semanticscholar.org/5cd8/8c6eaf81798818838bea9b282027f657d263.pdf,Diseno de códigos correctores de errores con algoritmos genéticos,['7'],['2004'],[PDF],['17'],algoritmos+geneticos,0
78,https://scielo.conicyt.cl/scielo.php?pid=S0718-33052012000200004&script=sci_arttext,Reubicación del parque de transformadores de los sistemas de distribución de Bogotá DC mediante algoritmos genéticos,['9'],['2012'],[HTML],['10'],algoritmos+geneticos,0
79,http://200.62.146.19/Bibvirtual/Publicaciones/risi/2010_n1/v7n1/a05v7n1.pdf,Sistema de Apoyo a la Generación de Horarios basado en Algoritmos Genéticos,['8'],"['2010', '200', '62', '146', '19']",[PDF],['4'],algoritmos+geneticos,0
80,https://dialnet.unirioja.es/descarga/articulo/1300464.pdf,Breve Estudio sobre la Aplicación de los Algoritmos Genéticos a la Recuperación de Información,['8'],['1999'],[PDF],['8'],algoritmos+geneticos,0
81,http://riaa.uaem.mx/handle/20.500.12055/93,Revisión de algoritmos genéticos aplicados al problema de la programación de cursos universitarios,['8'],['2018'],[PDF],['5'],algoritmos+geneticos,1
82,https://books.google.com.br/books?hl=pt-BR&lr=&id=5i0YutAAsaAC&oi=fnd&pg=PA133&dq=algoritmos+geneticos&ots=PSqGdH_egC&sig=d5PcTfHLMZuCxQ5Qv9gTag5CLUo,Algoritmos de optimización estructural basados en simulación genética,['11'],['1996'],[LIVRO],['5'],algoritmos+geneticos,0
83,https://www.fing.edu.uy/~sergion/gp/documentos/propios/RPSGAGP.pdf,Resolución del Problema de Steiner Generalizado utilizando un algoritmo genético paralelo,['7'],['2003'],[PDF],['2'],algoritmos+geneticos,0
84,https://revista.eia.edu.co/index.php/BME/article/view/102,Metodología para dimensionamiento de mecanismo policéntrico de rodilla utilizando análisis de marcha y algoritmos genéticos. METHODOLOGY TO GAUGE A …,['15'],['2012'],[PDF],['15'],algoritmos+geneticos,1
85,https://www.scielo.sa.cr/pdf/rmta/v18n2/a02v18n2.pdf,Un algoritmo genético para un problema de horarios con restricciones especiales,['8'],['2011'],[PDF],['9'],algoritmos+geneticos,0
86,https://scielo.conicyt.cl/scielo.php?pid=S0718-33052015000100014&script=sci_arttext&tlng=en,Algoritmo genético mejorado para la minimización de la tardanza total en un flowshop flexible con tiempos de preparación dependientes de la secuencia,['10'],['2015'],[HTML],['11'],algoritmos+geneticos,0
87,http://www.car.upm-csic.es/lopsi/static/publicaciones/Congreso%20Nacional/XXVIJAutomRoa2005.pdf,Primeros resultados en la optimización de la ubicación de balizas para localización utilizando algoritmos genéticos,['8'],['2005'],[PDF],['11'],algoritmos+geneticos,0
88,http://www.scielo.org.mx/scielo.php?pid=S1405-77432011000200012&script=sci_arttext,Estimación y localización de fugas en una red de tuberías de agua potable usando algoritmos genéticos,['8'],['2011'],[HTML],['11'],algoritmos+geneticos,0
89,https://bdpi.usp.br/item/001122639,Aplicação de algoritmo genético na calibração de redes de água,['20'],['2000'],[HTML],['2'],algoritmos+geneticos,0
90,http://www.ucsp.edu.pe/~ytupac/research/advisor/Tesis_VictorArroyoUCSP2013.pdf,Modelo de un algoritmo genético con selección discriminatoria de individuos bajo un esquema de ponderación de probabilidades de mutación,['9'],['2013'],[PDF],['3'],algoritmos+geneticos,0
91,https://www.fing.edu.uy/~sergion/gp/documentos/propios/EDCAGP.pdf,Evolución en el diseño y clasificación de Algoritmos Genéticos Paralelos,['6'],['2002'],[PDF],['4'],algoritmos+geneticos,0
92,https://www.osti.gov/etdeweb/biblio/20687335,Una Metodología para obtener los Patrones de Barras de Control en un BWR usando Algoritmos Genéticos,['8'],['2003'],[PDF],['4'],algoritmos+geneticos,0
93,https://www.researchgate.net/profile/Eduardo_Caicedo_Bravo/publication/313020213_Gestion_Optima_de_la_Potencia_Electrica_en_una_Microgrid_Conectada_basada_en_el_Algoritmo_Genetico_para_Optimizacion_Multiobjetivo_MOGA/links/58913ffc92851cda2568a656/Gestion-Optima-de-la-Potencia-Electrica-en-una-Microgrid-Conectada-basada-en-el-Algoritmo-Genetico-para-Optimizacion-Multiobjetivo-MOGA.pdf,"Gestión óptima de la potencia eléctrica en una microrred conectada, basada en el algoritmo genético para optimización multiobjetivo MOGA",['9'],['2016'],[PDF],['3'],algoritmos+geneticos,1
